rank,listing_type,id,name,author,author_alias,attribution_link,download_change,adjusted_download_change,current_total,adjusted_current_total,baseline_total,adjusted_baseline_total,latest_snapshot,baseline_snapshot
315,map,yukina-nagano,長野 (Nagano),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,77,77,76,76,snapshot_2026_09_06.json,snapshot_2026_09_03.json
316,map,yukina-fukui,福井 (Fukui),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,72,72,71,71,snapshot_2026_09_06.json,snapshot_2026_09_03.json
317,map,yukina-matsumoto,松本 (Matsumoto),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,70,70,69,69,snapshot_2026_09_06.json,snapshot_2026_09_03.json
318,map,yukina-tokushima,徳島 (Tokushima),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,70,70,69,69,snapshot_2026_09_06.json,snapshot_2026_09_03.json
319,map,yukina-fukuyama,福山 (Fukuyama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,68,68,67,67,snapshot_2026_09_06.json,snapshot_2026_09_03.json
320,map,yukina-mito-hitachi,水戸・日立 (Mito & Hitachi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,68,68,67,67,snapshot_2026_09_06.json,snapshot_2026_09_03.json
321,map,yukina-wakayama,和歌山 (Wakayama),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,68,68,67,67,snapshot_2026_09_06.json,snapshot_2026_09_03.json
322,map,yukina-yamaguchi,山口 (Yamaguchi),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,67,67,66,66,snapshot_2026_09_06.json,snapshot_2026_09_03.json
323,map,yukina-hachinohe,八戸 (Hachinohe),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,66,66,65,65,snapshot_2026_09_06.json,snapshot_2026_09_03.json
324,map,yukina-miyazaki,宮崎 (Miyazaki),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,66,66,65,65,snapshot_2026_09_06.json,snapshot_2026_09_03.json
325,map,yukina-kofu,甲府 (Kōfu),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,65,65,64,64,snapshot_2026_09_06.json,snapshot_2026_09_03.json
326,map,reunion,La Réunion,pierreggt,pierreggt,https://github.com/pierreggt,1,1,41,41,40,40,snapshot_2026_09_06.json,snapshot_2026_09_03.json
327,map,yukina-sk-banska-bystrica,Banská Bystrica,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,32,32,31,31,snapshot_2026_09_06.json,snapshot_2026_09_03.json
328,map,metz-nancy,Metz - Nancy,pierreggt,pierreggt,https://github.com/pierreggt,1,1,24,24,23,23,snapshot_2026_09_06.json,snapshot_2026_09_03.json
329,map,yukina-sk-poprad-spisska-nova-ves,Poprad - Spišská Nová Ves,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,24,24,23,23,snapshot_2026_09_06.json,snapshot_2026_09_03.json
330,map,brest,Brest,pierreggt,pierreggt,https://github.com/pierreggt,1,1,23,23,22,22,snapshot_2026_09_06.json,snapshot_2026_09_03.json
331,map,yukina-sk-zilina,Žilina,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,1,1,22,22,21,21,snapshot_2026_09_06.json,snapshot_2026_09_03.json
332,map,rouen,Rouen,pierreggt,pierreggt,https://github.com/pierreggt,1,1,21,21,20,20,snapshot_2026_09_06.json,snapshot_2026_09_03.json
333,map,moenchengladbach,Mönchengladbach,pierreggt,pierreggt,https://github.com/pierreggt,1,1,19,19,18,18,snapshot_2026_09_06.json,snapshot_2026_09_03.json
334,map,reims,Reims,pierreggt,pierreggt,https://github.com/pierreggt,1,1,18,18,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
335,map,besancon,Besançon,pierreggt,pierreggt,https://github.com/pierreggt,1,1,17,17,16,16,snapshot_2026_09_06.json,snapshot_2026_09_03.json
336,map,guyane,Guyane,pierreggt,pierreggt,https://github.com/pierreggt,1,1,17,17,16,16,snapshot_2026_09_06.json,snapshot_2026_09_03.json
337,mod,advanced-analytics,Advanced Analytics,stefanorigano,Steno,https://github.com/stefanorigano,0,0,14278,14278,14278,14278,snapshot_2026_09_06.json,snapshot_2026_09_03.json
338,mod,danield1909-dantrains,"danTrains (v1.* ""Phoenix"")",DanielD1909,DanielD1909,https://github.com/DanielD1909,0,0,2433,2433,2433,2433,snapshot_2026_09_06.json,snapshot_2026_09_03.json
339,map,los-angeles-county,Los Angeles County,rslurry,slurry,https://github.com/rslurry,0,0,1433,1433,1433,1433,snapshot_2026_09_06.json,snapshot_2026_09_03.json
340,mod,imb11-moveit,Move It!,IMB11,IMB11,https://github.com/IMB11,0,0,1255,1255,1255,1255,snapshot_2026_09_06.json,snapshot_2026_09_03.json
341,map,incheon-4,Incheon (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,781,781,781,781,snapshot_2026_09_06.json,snapshot_2026_09_03.json
342,map,dublin,Dublin,Kronifer,Kronifer,https://github.com/Kronifer,0,0,610,610,610,610,snapshot_2026_09_06.json,snapshot_2026_09_03.json
343,map,south-florida,South Florida,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,440,440,440,440,snapshot_2026_09_06.json,snapshot_2026_09_03.json
344,map,lima,Lima,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,384,384,384,384,snapshot_2026_09_06.json,snapshot_2026_09_03.json
345,map,bangkok,Bangkok,nzh0172,naz,https://github.com/nzh0172,0,0,381,381,381,381,snapshot_2026_09_06.json,snapshot_2026_09_03.json
346,map,greater-newyork,Greater NYC,chasemanning040911-afk,lechicken,https://github.com/chasemanning040911-afk,0,0,379,379,379,379,snapshot_2026_09_06.json,snapshot_2026_09_03.json
347,map,bucharest-medium,Bucharest,metatablestudios,metatablestudios,https://github.com/metatablestudios,0,0,313,313,313,313,snapshot_2026_09_06.json,snapshot_2026_09_03.json
348,map,richmond,Richmond,rslurry,slurry,https://github.com/rslurry,0,0,291,291,291,291,snapshot_2026_09_06.json,snapshot_2026_09_03.json
349,map,rochester,Rochester,rslurry,slurry,https://github.com/rslurry,0,0,243,243,243,243,snapshot_2026_09_06.json,snapshot_2026_09_03.json
350,map,yukina-morioka,盛岡 (Morioka),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,236,236,236,236,snapshot_2026_09_06.json,snapshot_2026_09_03.json
351,map,incheon-3,Incheon (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,233,233,233,233,snapshot_2026_09_06.json,snapshot_2026_09_03.json
352,mod,pause-on-start,Pause On Start,rslurry,slurry,https://github.com/rslurry,0,0,224,224,224,224,snapshot_2026_09_06.json,snapshot_2026_09_03.json
353,map,orange-county,Orange County,rslurry,slurry,https://github.com/rslurry,0,0,222,222,222,222,snapshot_2026_09_06.json,snapshot_2026_09_03.json
354,map,sejong-4,Sejong (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,212,212,212,212,snapshot_2026_09_06.json,snapshot_2026_09_03.json
355,map,trondheim-val,Trondheim,Valdotorium,Valdotorium,https://github.com/Valdotorium,0,0,210,210,210,210,snapshot_2026_09_06.json,snapshot_2026_09_03.json
356,map,daegu-3,Daegu (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,202,202,202,202,snapshot_2026_09_06.json,snapshot_2026_09_03.json
357,mod,copy-paste,Copy Paste,seanyushoumori,seanyushoumori,https://github.com/seanyushoumori,0,0,198,198,198,198,snapshot_2026_09_06.json,snapshot_2026_09_03.json
358,map,tri-cities,Tri-Cities,ryandicicco,ryandicicco,https://github.com/ryandicicco,0,0,197,197,197,197,snapshot_2026_09_06.json,snapshot_2026_09_03.json
359,map,jeju-3,Jeju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,192,192,192,192,snapshot_2026_09_06.json,snapshot_2026_09_03.json
360,map,ulsan-4,Ulsan (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,190,190,190,190,snapshot_2026_09_06.json,snapshot_2026_09_03.json
361,map,waterloo,Region of Waterloo,Kronifer,Kronifer,https://github.com/Kronifer,0,0,188,188,188,188,snapshot_2026_09_06.json,snapshot_2026_09_03.json
362,map,jeju-f,Jeju (Full Island),kimth9,kimth9,https://github.com/kimth9,0,0,169,169,169,169,snapshot_2026_09_06.json,snapshot_2026_09_03.json
363,map,saltillo,Saltillo,rslurry,slurry,https://github.com/rslurry,0,0,163,163,163,163,snapshot_2026_09_06.json,snapshot_2026_09_03.json
364,map,pyongyang-nk,Pyongyang,PSWBSF,Potato Spaghetti Water Balloon Space Federation,https://youtu.be/dQw4w9WgXcQ?t=0,0,0,156,156,156,156,snapshot_2026_09_06.json,snapshot_2026_09_03.json
365,map,sejong-3,Sejong (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,147,147,147,147,snapshot_2026_09_06.json,snapshot_2026_09_03.json
366,map,amba,Buenos Aires,hernang87,hernang87,https://github.com/hernang87,0,0,140,140,140,140,snapshot_2026_09_06.json,snapshot_2026_09_03.json
367,map,knoxville,Knoxville,rslurry,slurry,https://github.com/rslurry,0,0,136,136,136,136,snapshot_2026_09_06.json,snapshot_2026_09_03.json
368,map,yukina-lv-liepaja,Liepāja,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,129,129,129,129,snapshot_2026_09_06.json,snapshot_2026_09_03.json
369,map,daegu-4,Daegu (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,124,124,124,124,snapshot_2026_09_06.json,snapshot_2026_09_03.json
370,map,yukina-ua-kharkiv,Харків / Kharkiv,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,116,116,116,116,snapshot_2026_09_06.json,snapshot_2026_09_03.json
371,map,montpellier-mediterranee,Montpellier,pierreggt,pierreggt,https://github.com/pierreggt,0,0,111,111,111,111,snapshot_2026_09_06.json,snapshot_2026_09_03.json
372,map,mexicali,Mexicali-Imperial Valley-Yuma,rslurry,slurry,https://github.com/rslurry,0,0,108,108,108,108,snapshot_2026_09_06.json,snapshot_2026_09_03.json
373,map,yukina-ua-dnipro,Дніпро / Dnipro,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,101,101,101,101,snapshot_2026_09_06.json,snapshot_2026_09_03.json
374,map,yukina-pl-plock-wloclawek,Płock - Włocławek,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,85,85,85,85,snapshot_2026_09_06.json,snapshot_2026_09_03.json
375,map,daejeon-3,Daejeon (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,84,84,84,84,snapshot_2026_09_06.json,snapshot_2026_09_03.json
376,map,ulsan-3,Ulsan (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,82,82,82,82,snapshot_2026_09_06.json,snapshot_2026_09_03.json
377,map,daejeon-4,Daejeon (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,81,81,81,81,snapshot_2026_09_06.json,snapshot_2026_09_03.json
378,map,kristiansand-no,Kristiansand,rslurry,slurry,https://github.com/rslurry,0,0,80,80,80,80,snapshot_2026_09_06.json,snapshot_2026_09_03.json
379,map,gwangju-4,Gwangju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,77,77,77,77,snapshot_2026_09_06.json,snapshot_2026_09_03.json
380,map,cusco,Cusco,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,68,68,68,68,snapshot_2026_09_06.json,snapshot_2026_09_03.json
381,map,arequipa,Arequipa,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,66,66,66,66,snapshot_2026_09_06.json,snapshot_2026_09_03.json
382,map,yukina-ua-kryvyi-rih,Кривий Ріг / Kryvyi Rih,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,64,64,64,64,snapshot_2026_09_06.json,snapshot_2026_09_03.json
383,map,yukina-tw-hualien-taitung,花蓮・臺東 (Hualien & Taitung),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,63,63,63,63,snapshot_2026_09_06.json,snapshot_2026_09_03.json
384,map,gwangju-3,Gwangju (30km×30km),kimth9,kimth9,https://github.com/kimth9,0,0,59,59,59,59,snapshot_2026_09_06.json,snapshot_2026_09_03.json
385,map,yukina-tw-yilan,宜蘭 (Yilan),ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,58,58,58,58,snapshot_2026_09_06.json,snapshot_2026_09_03.json
386,map,yukina-ua-zaporizhzhia,Запоріжжя / Zaporizhzhia,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,57,57,57,57,snapshot_2026_09_06.json,snapshot_2026_09_03.json
387,map,chiclayo,Chiclayo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,48,48,48,48,snapshot_2026_09_06.json,snapshot_2026_09_03.json
388,map,piura,Piura,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,48,48,48,48,snapshot_2026_09_06.json,snapshot_2026_09_03.json
389,map,trujillo,Trujillo,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,48,48,48,48,snapshot_2026_09_06.json,snapshot_2026_09_03.json
390,map,jeju-4,Jeju (40km×40km),kimth9,kimth9,https://github.com/kimth9,0,0,46,46,46,46,snapshot_2026_09_06.json,snapshot_2026_09_03.json
391,map,chimbote,Chimbote,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,45,45,45,45,snapshot_2026_09_06.json,snapshot_2026_09_03.json
392,map,iquitos,Iquitos,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,45,45,45,45,snapshot_2026_09_06.json,snapshot_2026_09_03.json
393,map,huancayo-jauja,Huancayo/Jauja,kaicardenas0618,kaicardenas0618,https://github.com/kaicardenas0618,0,0,43,43,43,43,snapshot_2026_09_06.json,snapshot_2026_09_03.json
394,map,yukina-sk-kosice-presov,Košice - Prešov,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,36,36,36,36,snapshot_2026_09_06.json,snapshot_2026_09_03.json
395,mod,imb11-subwaycine,SubwayCine,IMB11,IMB11,https://github.com/IMB11,0,0,33,33,33,33,snapshot_2026_09_06.json,snapshot_2026_09_03.json
396,map,ipoh,Ipoh,nzh0172,naz,https://github.com/nzh0172,0,0,27,27,27,27,snapshot_2026_09_06.json,snapshot_2026_09_03.json
397,map,yukina-sk-nitra,Nitra,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,25,25,25,25,snapshot_2026_09_06.json,snapshot_2026_09_03.json
398,map,angers,Angers,pierreggt,pierreggt,https://github.com/pierreggt,0,0,23,23,23,23,snapshot_2026_09_06.json,snapshot_2026_09_03.json
399,mod,prospector-ghebeek,Prospector,matematysek,matematysek,https://github.com/matematysek,0,0,23,23,23,23,snapshot_2026_09_06.json,snapshot_2026_09_03.json
400,map,aleppo,Aleppo,pierreggt,pierreggt,https://github.com/pierreggt,0,0,22,22,22,22,snapshot_2026_09_06.json,snapshot_2026_09_03.json
401,map,caen,Caen,pierreggt,pierreggt,https://github.com/pierreggt,0,0,19,19,19,19,snapshot_2026_09_06.json,snapshot_2026_09_03.json
402,map,orleans,Orléans,pierreggt,pierreggt,https://github.com/pierreggt,0,0,19,19,19,19,snapshot_2026_09_06.json,snapshot_2026_09_03.json
403,map,yukina-sk-trencin,Trenčín,ahkimn,Yukina-,https://subwaybuildermodded.com/credits,0,0,19,19,19,19,snapshot_2026_09_06.json,snapshot_2026_09_03.json
404,map,calais-dunkerque,Calais - Dunkerque,pierreggt,pierreggt,https://github.com/pierreggt,0,0,18,18,18,18,snapshot_2026_09_06.json,snapshot_2026_09_03.json
405,map,le-mans,Le Mans,pierreggt,pierreggt,https://github.com/pierreggt,0,0,18,18,18,18,snapshot_2026_09_06.json,snapshot_2026_09_03.json
406,map,pau,Pau,pierreggt,pierreggt,https://github.com/pierreggt,0,0,18,18,18,18,snapshot_2026_09_06.json,snapshot_2026_09_03.json
407,map,tours,Tours,pierreggt,pierreggt,https://github.com/pierreggt,0,0,18,18,18,18,snapshot_2026_09_06.json,snapshot_2026_09_03.json
408,map,amiens,Amiens,pierreggt,pierreggt,https://github.com/pierreggt,0,0,17,17,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
409,map,la-rochelle,La Rochelle,pierreggt,pierreggt,https://github.com/pierreggt,0,0,17,17,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
410,map,le-havre,Le Havre,pierreggt,pierreggt,https://github.com/pierreggt,0,0,17,17,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
411,map,limoges,Limoges,pierreggt,pierreggt,https://github.com/pierreggt,0,0,17,17,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
412,map,mashhad,Mashhad,pierreggt,pierreggt,https://github.com/pierreggt,0,0,17,17,17,17,snapshot_2026_09_06.json,snapshot_2026_09_03.json
413,map,dijon,Dijon,pierreggt,pierreggt,https://github.com/pierreggt,0,0,16,16,16,16,snapshot_2026_09_06.json,snapshot_2026_09_03.json
414,map,troyes,Troyes,pierreggt,pierreggt,https://github.com/pierreggt,0,0,14,14,14,14,snapshot_2026_09_06.json,snapshot_2026_09_03.json
415,map,shiraz,Shiraz,pierreggt,pierreggt,https://github.com/pierreggt,0,0,13,13,13,13,snapshot_2026_09_06.json,snapshot_2026_09_03.json
416,mod,zz-deletion-fixture,Deletion Fixture,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,0,0,0,0,0,0,snapshot_2026_09_06.json,snapshot_2026_09_03.json
417,mod,zz-deprecation-fixture,Deprecation Fixture,subway-builder-modded-admin,Subway Builder Modded,https://subwaybuildermodded.com,0,0,0,0,0,0,snapshot_2026_09_06.json,snapshot_2026_09_03.json
